word,emotion
unseeable,negative
unseeded,negative
unseeded,negative
unseeing,positive
unseelie,negative
unseemliness,negative
unseemly,negative
unseen,negative
unselected,positive
unselfconsciousness,positive
unselfish,positive
unselfishness,positive
unsensational,negative
unsent,positive
unser,negative
unsere,negative
unserem,negative
unseren,negative
unserer,negative
unserer,negative
unseres,negative
unseres,negative
unserviceable,negative
unservile,positive
unset,negative
unsetting,negative
unsettle,negative
unsettled,negative
unsettling,negative
unsex,positive
unsexed,negative
unsexy,negative
unshackled,positive
unshaded,negative
unshakable,positive
unshapely,positive
unsharp,positive
unshaved,positive
unshaven,positive
unsheared,positive
unsheathe,positive
unsheathed,negative
unshelled,positive
unshielded,negative
unshockable,positive
unshod,positive
unshoed,positive
unshorn,positive
unshrinkable,negative
unshrinking,positive
unshuttered,positive
unsighted,negative
unsightly,negative
unsignalized,positive
unsignalled,negative
unsigned,positive
unsilenced,positive
unsimilarity,positive
unsinged,negative
unsinkable,positive
unsized,positive
unskilled,negative
unskilled,negative
unskillful,negative
unskillfulness,positive
unsloped,positive
unsmooth,negative
unsnarl,positive
unsociability,negative
unsociable,negative
unsociableness,negative
unsocial,negative
unsoiled,positive
unsold,positive
unsolicited,negative
unsoluble,negative
unsolvability,positive
unsolvable,negative
unsolved,positive
unsophisticated,positive
unsought,negative
unsounded,positive
unsoundness,negative
unsoured,negative
unsown,positive
unspaced,positive
unsparing,positive
unspeakable,negative
unspecialised,negative
unspecialized,negative
unspecific,positive
unspecified,negative
unspectacular,negative
unspell,negative
unspent,negative
unspliced,positive
unsplittable,positive
unsplittable,positive
unspoiled,positive
unspoiled,positive
unspoilt,positive
unspoken,negative
unsporting,negative
unsportsmanlike,negative
unspotted,positive
unstable,negative
unstableness,negative
unstaged,negative
unstained,positive
unstaple,negative
unstate,negative
unstated,negative
unstatesmanlike,negative
unsteady,negative
unstimulating,negative
unstinted,positive
unstinting,positive
unstoppable,negative
unstrain,positive
unstrained,positive
unstrap,positive
unstratified,negative
unstressed,positive
unstring,positive
unstructured,negative
unstuck,positive
unstudied,positive
unstuff,positive
unstylish,negative
unsub,positive
unsubdivided,positive
unsubduable,positive
unsubmissive,positive
unsubscribe,negative
unsubscribe,positive
unsubscribing,negative
unsubscribing,negative
unsubstantial,negative
unsubstantiated,negative
unsubtle,positive
unsuccessful,negative
unsufferable,negative
unsuitability,negative
unsuitableness,negative
unsuited,negative
unsullied,positive
unsung,negative
unsung,positive
unsupervised,negative
unsupported,negative
unsupportedoperationexception,negative
unsupportive,negative
unsure,negative
unsurmountable,negative
unsurpassed,positive
unsurprised,positive
unsurprising,negative
unsusceptibility,negative
unsusceptible,positive
unsuspected,positive
unsuspecting,negative
unsuspicious,negative
unsustainable,negative
unsw,positive
unswayed,positive
unswept,negative
unswerving,positive
unsworn,negative
unsymbolic,negative
unsympathetic,negative
unsynchronised,negative
unsynchronized,negative
unsynchronous,negative
unsystematic,negative
unt,positive
untactful,negative
untagged,positive
untainted,positive
untainting,positive
untalented,negative
untalkative,positive
untamed,negative
untangle,positive
untangled,positive
untanned,negative
untapped,positive
untarnished,positive
untasted,positive
untechnical,negative
untellable,negative
untempered,positive
untempting,negative
untenable,negative
untenanted,positive
unter,negative
unter,negative
unterliegen,negative
unterminated,negative
unternehmen,negative
unternehmens,negative
unternehmensinfo,positive
unternimmt,negative
unterreichs,negative
unterscheiden,negative
unterstuetzt,negative
untersucht,negative
unterwelten,positive
unterzeichnen,negative
untested,negative
unthankful,negative
untheatrical,negative
unthematic,negative
unthinkable,negative
unthinking,negative
unthoughtful,negative
unthoughtfulness,negative
untidiness,negative
untidy,negative
untie,negative
untied,positive
untier,negative
until,positive
untill,negative
untill,negative
untimate,positive
untimbered,negative
untimeliness,negative
untimely,negative
untipped,positive
untiring,positive
untitled,negative
unto,positive
unto,positive
untold,negative
untouchable,negative
untouchable,positive
untouched,positive
untoughened,positive
untoward,negative
untraceable,negative
untracked,positive
untraditional,negative
untrained,positive
untranslatable,negative
untranslates,negative
untransmutable,negative
untraveled,positive
untravelled,positive
untreatable,negative
untried,negative
untrimmed,positive
untrod,positive
untrodden,positive
untroubled,positive
untrue,negative
untrust,positive
untrusted,negative
untrustiness,negative
untrusting,negative
untrustworthiness,negative
untruth,negative
untruthfulness,negative
untucked,positive
untune,negative
untuneful,negative
unturned,positive
untwine,positive
untwist,positive
untying,negative
untypical,negative
untypicality,positive
untz,negative
ununderstood,positive
unusable,negative
unuseable,negative
unused,negative
unusefulness,negative
unusual,negative
unusualness,negative
unutterable,negative
unuttered,negative
unvaccinated,positive
unvacuumed,negative
unvalued,negative
unvaned,negative
unvanquishable,positive
unvanquished,positive
unvaried,positive
unvariedness,negative
unvarnished,positive
unvarying,positive
unveiled,positive
unveiling,positive
unventilated,positive
unverbalised,negative
unverbalized,negative
unverbindlich,negative
unvigilant,negative
unvoiced,negative
unvoluntary,negative
unwanted,negative
unwanted,negative
unwariness,negative
unwarmed,positive
unwarrantable,negative
unwarranted,negative
unwarranted,negative
unwary,positive
unwashed,negative
unwatchful,negative
unwavering,positive
unwaxed,negative
unweaned,negative
unwearable,negative
unwearying,positive
unweave,positive
unwebbed,negative
unwelcome,negative
unwell,negative
unwell,negative
unwellness,negative
unwholesome,negative
unwholesomeness,negative
unwieldiness,negative
unwieldy,negative
unwilled,positive
unwilling,negative
unwillingness,negative
unwillingness,negative
unwind,positive
unwind,positive
unwinnable,negative
unwire,positive
unwise,negative
unwiseness,negative
unwished-for,negative
unwished,negative
unwitting,positive
unwooded,positive
unworkable,negative
unworldly,positive
unworn,positive
unworried,positive
unworthiness,negative
unwoven,negative
unwrap,negative
unwrapped,positive
unwrapping,negative
unwrinkled,positive
unyielding,negative
unyoke,negative
unzip,positive
up-and-coming,positive
up-to-dateness,positive
up,positive
up,positive
upa,negative
upbeat,positive
upbeat,positive
upbraiding,negative
upbringing,positive
upbringing,negative
upchuck,negative
upcoming,positive
upcoming,positive
upcountry,positive
upcountry,positive
updated,positive
updatexpress,positive
updraft,negative
upe,positive
upek,positive
upend,negative
upended,negative
upending,negative
upfront,positive
upfront,positive
upfront,positive
upfronts,positive
upgrade,positive
upgrade,positive
upgrade,positive
upgrading,positive
upheaval,negative
uphill,negative
uphill,negative
uphold,positive
upholster,positive
upholstered,positive
upholstery,positive
upi,negative
uping,positive
upkeep,positive
upland,negative
upland,positive
uplift,positive
uplift,positive
uplifting,positive
uplifting,positive
upliftment,positive
upline,negative
upload,positive
upload,positive
uploading,positive
upmarket,negative
upmarket,positive
upminster,positive
upmost,positive
upnp,positive
upon,negative
upon,negative
uportal,negative
upper,positive
upper,positive
uppercase,positive
uppercase,positive
uppercross,positive
uppermost,positive
uppity,negative
uppp,positive
upraise,positive
upregulation,negative
upright,positive
upright,positive
uprise,positive
uprising,negative
uproar,negative
uproar,negative
uproarious,negative
uproot,negative
uprooter,negative
uprooting,negative
ups,negative
upscale,positive
upscale,positive
upscale,positive
upset,negative
upset,negative
upset,negative
upshifting,negative
upside-down,positive
upside,positive
upside,positive
upskirt,positive
upskirtn,negative
upsr,negative
upstage,negative
upstair,negative
upstairs,negative
upstairs,positive
upstairs,negative
upstanding,positive
upstart,negative
upstart,negative
upstate,positive
upstream,negative
upstreaming,negative
upswell,negative
upswing,positive
uptake,positive
uptick,negative
uptight,negative
uptime,positive
upto,positive
uptown,positive
upturn,positive
upvc,positive
upward,positive
upwards,positive
upwelling,negative
upwind,negative
ur,positive
uraemic,negative
uranalysis,negative
uranium,positive
uranium,positive
urarthritis,negative
urbane,positive
urbane,negative
urbanisation,negative
urbanise,negative
urbanised,negative
urbanity,positive
urbanization,negative
urbanize,negative
urbanized,negative
urbz,negative
urdu,positive
urea,negative
uremic,negative
urethane,positive
urethra,negative
urethral,negative
urethral,negative
urex,negative
urge,positive
urge,negative
urge,positive
urgency,negative
urgent,negative
urgent,negative
urging,negative
urging,negative
urheberrechtlich,negative
uri,negative
uriah,negative
uribe,negative
uric,negative
uric,negative
urin,negative
urinal,negative
urinalysis,negative
urinary,negative
urinating,negative
urination,negative
uris,negative
urkunden,negative
urlaub,negative
urlaub,negative
urlaubsfickn,negative
urn,positive
urn,positive
urnes,positive
uropathogenic,negative
urpm,positive
urpmf,positive
urricanes,negative
urticaria,negative
urtication,negative
usaaf,positive
usability,positive
usability,positive
usable,positive
usableness,positive
usachrisk,positive
usagencies,positive
usam,positive
usance,positive
usart,negative
usavital,positive
usb,negative
usb,negative
usborne,positive
usc,positive
usca,positive
uscf,positive
usd,positive
usd,positive
usda,positive
usdaf,positive
useability,positive
useable,negative
useableness,positive
used,positive
useditorial,positive
useful,positive
usefullness,positive
usefulness,positive
useless,negative
uselessness,negative
usenet,negative
useradd,negative
userbase,positive
usergroup,negative
userlist,positive
usern,negative
username,negative
usf,negative
usga,positive
usgs,positive
ushaw,positive
usher,positive
usher,negative
usher,negative
usim,negative
using,negative
using,positive
usl,positive
usn,negative
usn,positive
usort,positive
usp,negative
usps,negative
usque,negative
usrael,negative
ussa,negative
ussamah,positive
ussg,positive
ussher,positive
ussr,positive
ust,positive
usta,positive
usta,positive
ustilago,negative
usu,positive
usualness,positive
usufruct,positive
usuk,negative
usurious,negative
usurp,negative
usurpation,negative
usurper,negative
usury,negative
utd,negative
utena,negative
utensil,positive
utensil,positive
uterine,negative
uterine,negative
uterus,negative
utf,negative
uti,negative
utica,positive
util,negative
utile,positive
utilisation,positive
utilise,positive
utilitarian,positive
utility-grade,positive
utility,positive
utilization,positive
utilize,positive
